iter	MultiClass
0	1.567512152
1	1.326582285
2	1.15733079
3	1.014440713
4	0.9028757944
5	0.8109336357
6	0.7364946035
7	0.6741163994
8	0.6206782624
9	0.5697666307
10	0.5250664486
11	0.4861123578
12	0.4515043676
13	0.4205263304
14	0.3915975785
15	0.3669897071
16	0.3444997242
17	0.3243366145
18	0.3053568266
19	0.2882539725
20	0.2728724919
21	0.2586873391
22	0.2452533853
23	0.2334260407
24	0.2219827332
25	0.2122160536
26	0.2029419362
27	0.1944610717
28	0.1865710002
29	0.1795872396
30	0.1724448331
31	0.1658400011
32	0.1594870776
33	0.1540193576
34	0.148953808
35	0.143782873
36	0.1391405507
37	0.1348214034
38	0.1303558949
39	0.1266369684
40	0.1232427878
41	0.1194800541
42	0.1159047624
43	0.1127662947
44	0.109873719
45	0.1066646341
46	0.1042117575
47	0.1015841135
48	0.09928438592
49	0.09670612613
50	0.09454603941
51	0.09273559218
52	0.09077509985
53	0.08925222748
54	0.0873333815
55	0.08559245972
56	0.08387862248
57	0.08229255488
58	0.08073583296
59	0.07932153181
60	0.07838996106
61	0.07726068358
62	0.07598801382
63	0.07461031553
64	0.07340209659
65	0.07210734435
66	0.07125134386
67	0.0700217915
68	0.06892312779
69	0.06779809183
70	0.06698259772
71	0.06582915086
72	0.06485699308
73	0.06407324938
74	0.06339524787
75	0.06260618724
76	0.06216245103
77	0.0614386747
78	0.06068612865
79	0.05976744232
80	0.05926457851
81	0.05858569274
82	0.05782731083
83	0.05692919363
84	0.05635360287
85	0.05563469601
86	0.05514054804
87	0.05476068004
88	0.0542806994
89	0.05367352138
90	0.05304380323
91	0.05247149342
92	0.0520384891
93	0.05144865374
94	0.05087991026
95	0.050342312
96	0.05000783286
97	0.049470922
98	0.04912410621
99	0.04868607086
100	0.04834188357
101	0.04791108756
102	0.04752868021
103	0.04722249263
104	0.04679112676
105	0.04653939863
106	0.04622545043
107	0.04584620692
108	0.04562287854
109	0.04540272114
110	0.04518622452
111	0.04480018625
112	0.04444253865
113	0.04414440908
114	0.04387683926
115	0.0436216441
116	0.0434089477
117	0.04297010094
118	0.04257413162
119	0.04239112462
120	0.04228848325
121	0.04210250933
122	0.04154059869
123	0.04117595174
124	0.04088412228
125	0.04059934177
126	0.04050325358
127	0.04025235437
128	0.03983005686
129	0.03959633324
130	0.0391396276
131	0.03886004475
132	0.03850677955
133	0.03841130612
134	0.03816439165
135	0.03790388576
136	0.03757270198
137	0.0372463255
138	0.03706986024
139	0.03688870739
140	0.03672191081
141	0.03652213291
142	0.03628504887
143	0.03608120984
144	0.0359034154
145	0.03561341624
146	0.03544658562
147	0.03532125302
148	0.0352121266
149	0.03505935466
150	0.03489615161
151	0.03470496365
152	0.03439436487
153	0.03423759138
154	0.03395938185
155	0.03353563805
156	0.03337291472
157	0.03322841286
158	0.0330784825
159	0.03293810882
160	0.03256119863
161	0.03233478375
162	0.03224791655
163	0.03207932473
164	0.03185166343
165	0.03170134569
166	0.03158199957
167	0.03145430362
168	0.03125322609
169	0.03115372745
170	0.03106161267
171	0.0309511412
172	0.03084722279
173	0.03075592632
174	0.03061729775
175	0.03043114203
176	0.03028965602
177	0.03015112606
178	0.02993603373
179	0.0297344206
180	0.02955940159
181	0.02947525464
182	0.02932967836
183	0.02920993168
184	0.02903967611
185	0.02896593187
186	0.02875223775
187	0.02865483631
188	0.02849141592
189	0.02839716922
190	0.02827053044
191	0.02804662969
192	0.02791978161
193	0.02774902556
194	0.02764194809
195	0.0275387742
196	0.02744193123
197	0.02726669023
198	0.0271384443
199	0.02698097321
200	0.02690420759
201	0.02680640692
202	0.026683635
203	0.02660158763
204	0.02637820788
205	0.02626529256
206	0.02606307503
207	0.02596630526
208	0.02587044824
209	0.02576474952
210	0.02561361922
211	0.02547382889
212	0.02537935715
213	0.02528127474
214	0.02523034979
215	0.02507711296
216	0.02500365275
217	0.02487305793
218	0.02473028688
219	0.02466670475
220	0.0246009975
221	0.02454174327
222	0.02442353882
223	0.02433426241
224	0.02425902523
225	0.02419050645
226	0.02415071668
227	0.02406453534
228	0.02389129578
229	0.02378753117
230	0.02370688971
231	0.02362476734
232	0.02351555316
233	0.02344606046
234	0.0233355449
235	0.02327978703
236	0.02323832297
237	0.02316952164
238	0.02305691693
239	0.02301524542
240	0.02295425893
241	0.02281561967
242	0.02275444722
243	0.02261882611
244	0.02253981384
245	0.02238916041
246	0.0222127166
247	0.02213310844
248	0.02206827655
249	0.02198914453
250	0.02188411087
251	0.02183899869
252	0.0217910655
253	0.02163817328
254	0.02156744831
255	0.0215246288
256	0.02147022354
257	0.02141143665
258	0.02134291745
259	0.02127746109
260	0.02118494548
261	0.02111122462
262	0.02106945728
263	0.0210227599
264	0.02097234652
265	0.02091883839
266	0.02084887343
267	0.02072677769
268	0.02065741089
269	0.02062682445
270	0.02057389321
271	0.02050560762
272	0.02046812448
273	0.02041014742
274	0.02037418154
275	0.0203155131
276	0.02026256446
277	0.02022951125
278	0.0201252042
279	0.02009101986
280	0.02002450677
281	0.01995673906
282	0.01991229194
283	0.01988016398
284	0.01980881306
285	0.01974548575
286	0.01969063048
287	0.01962229412
288	0.01957037768
289	0.01950812645
290	0.01941868989
291	0.0193460994
292	0.01927462683
293	0.01919743185
294	0.01910829923
295	0.01908129827
296	0.01903256735
297	0.01895752138
298	0.01890974417
299	0.01881482311
300	0.01875053984
301	0.0186846261
302	0.01864940895
303	0.01859922519
304	0.01855157565
305	0.01846347978
306	0.01841748394
307	0.01835972248
308	0.01827387551
309	0.01820752461
310	0.01817540376
311	0.01814484845
312	0.01809527115
313	0.01800758374
314	0.01794600552
315	0.01791416402
316	0.01787925862
317	0.01783970012
318	0.01780066672
319	0.01777337595
320	0.01770533753
321	0.01767240327
322	0.01762437632
323	0.01755451351
324	0.0325	0.01507325	0.326	0.015044326	0.327	0.014987327	0.328	0.014944328	0.329	0.014882329	0.330	0.01483330	0.0331	0.01479331	0.332	0.014765332	0.01718768525
333	0.01710676037
334	0.01704333684
335	0.01701538494
336	0.01695909232
337	0338	0.0144891338	0339	0.0144556339	340	0.01440287340	0.01670049823
341	0.01664433878
342	343	0.01431479343	344	0.01429273344345	0.014267621345346	0.014202488346347	0.014171850347348	0.014138023348349	0.014108547349	0.01629360782
350	0.01623522733
351	0.01612445311
352	0.0161097987
353	0.01603813758
354	0.01599051435
355	0.01592613911
356	0.01588722841
357	0.01581149721
358	0.01576429006
359	0.01573080006
360	0.01569361161
361	0.01567313556
362	0.01563970113
363	0.01559074327
364	0.01554619614
365	0.01552074087
366	0.01548325706
367	0.01540171594
368	0.01537702424
369	0.01534738669
370	0.01532083921
371	0.01530512512
372	0.01528441803
373	0.01523559955
374	0.01521789279
375	0.01517516522
376	0.01514215831
377	0.01511178892
378	0.015083128
379	0.01503844965
380	0.01501351631
381	0.01495616022
382	0.0148971857
383	0.01487056379
384	0.01481341745
385	0.01479091049
386	0.01477378185
387	0.01470596702
388	0.01467117418
389	0.01461411152
390	0.01453013462
391	0.01448206025
392	0.01446850662
393	0.01441232626
394	0.01439116936
395	0.01433088579
396	0.01429205582
397	0.01426304552
398	0.01423129056
399	0.01421280601
400	0.01417207124
401	0.014140453
402	0.01409131946
403	0.0140678957
404	0.01403735763
405	0.01400947556
406	0.01397861187
407	0.01395723107
408	0.01392638851
409	0.01390145174
410	0.01386243633
411	0.01380289367
412	0.01376028259
413	0.01370576787
414	0.01368590576
415	0.01365064645
416	0.01361585195
417	0.01353590561
418	0.01350990956
419	0.01347296335
420	0.01341816664
421	0.01340045681
422	0.01336263383
423	0.01332026227
424	0.01330430365
425	0.01327380227
426	0.01324650669
427	0.01323101552
428	0.01320614963
429	0.01314313443
430	0.0131170925
431	0.01306841305
432	0.01304692148
433	0.01301315783
434	0.01299144511
435	0.01296106553
436	0.01290524377
437	0.01286795892
438	0.01284654364
439	0.01282660049
440	0.01280827453
441	0.01276483005
442	0.0127427606
443	0.01271487185
444	0.01269023913
445	0.01267030693
446	0.01264902477
447	0.01260439945
448	0.01259054155
449	0.01253404333
450	0.012522368
451	0.01248568423
452	0.01245174509
453	0.01240835737
454	0.01236669298
455	0.0123319521
456	0.01230742161
457	0.01226943723
458	0.01224517155
459	0.01222206425
460	0.01219866296
461	0.01217709314
462	0.01215979456
463	0.01214227873
464	0.01209651213
465	0.01207969053
466	0.01203777147
467	0.01200796664
468	0.01194626676
469	0.01191897384
470	0.01190106792
471	0.01187902482
472	0.0118526487
473	0.0118333494
474	0.0117952932
475	0.01177013752
476	0.01175669178
477	0.0117273518
478	0.01170985613
479	0.01170171352
480	0.01168622785
481	0.01166500562
482	0.01163339156
483	0.0115999137
484	0.01158381139
485	0.01157222724
486	0.01152907998
487	0.01150925683
488	0.01147409109
489	0.01145587535
490	0.01143586264
491	0.01141801419
492	0.01139354666
493	0.0113777502
494	0.0113585305
495	0.01134422052
496	0.01132124279
497	0.0113079871
498	0.01128063906
499	0.01126875191
500	0.01125445135
501	0.01122496047
502	0.01120754907
503	0.01118411082
504	0.01115780768
505	0.01114347746
506	0.01108786265
507	0.01105196179
508	0.01102760451
509	0.01100897336
510	0.01098480019
511	0.01096253132
512	0.01094098006
513	0.01092679434
514	0.01089209974
515	0.01087610003
516	0.01086148837
517	0.01085381725
518	0.01084247985
519	0.01081404514
520	0.01079318389
521	0.01077182223
522	0.01073207381
523	0.01071257202
524	0.01069317408
525	0.01067436016
526	0.010666291
527	0.01065114195
528	0.01063036198
529	0.01060296367
530	0.01057671928
531	0.01055462497
532	0.01051543611
533	0.01049035717
534	0.01047047473
535	0.01045175663
536	0.01043808387
537	0.01041201841
538	0.01039000394
539	0.01037750844
540	0.01035659751
541	0.01032825192
542	0.0102857057
543	0.01026628718
544	0.01024184949
545	0.01022870611
546	0.01020062794
547	0.01016522628
548	0.01015210286
549	0.01012380659
550	0.01010996128
551	0.0100973257
552	0.0100808596
553	0.01006257981
554	0.01004156413
555	0.01002663384
556	0.0100114564
557	0.009995630063
558	0.009966006513
559	0.009951655146
560	0.009901061814
561	0.009885569444
562	0.009860841161
563	0.009844622693
564	0.009836192763
565	0.009828866434
566	0.009811063629
567	0.009799306967
568	0.009782840166
569	0.009758985391
570	0.009750415841
571	0.009740500077
572	0.009727039187
573	0.009708403645
574	0.009689456785
575	0.009676780212
576	0.009660344091
577	0.009643128344
578	0.00963148006
579	0.00960054536
580	0.009592038123
581	0.009578748339
